City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Lata,PT,40.1629,-8.3327,49.91,81,54,11.54,broken clouds
476,Nargana,PA,9.4428,-78.5906,81.41,73,70,9.35,light rain
477,Beloha,MG,-25.1667,45.05,78.62,63,0,17.92,clear sky
478,Mehran,IR,33.1222,46.1646,56.28,54,0,11.77,clear sky
479,Mogzon,RU,51.7435,111.9606,-8.66,83,97,15.12,overcast clouds
480,Kenai,US,60.5544,-151.2583,18.14,92,0,4.61,clear sky
481,Paracuru,BR,-3.41,-39.0306,79.11,68,87,14.0,overcast clouds
482,Ust-Maya,RU,60.4167,134.5333,-50.44,98,100,1.92,overcast clouds
483,Wynyard,AU,-41.0,145.7167,52.99,74,61,12.64,broken clouds
484,Lufilufi,WS,-13.8745,-171.5986,74.98,76,93,8.16,light rain
485,Coria,ES,39.9879,-6.5377,50.45,62,74,12.44,broken clouds
486,Kantunilkin,MX,21.0917,-87.45,81.81,49,64,9.37,broken clouds
487,Huron,US,41.1501,-82.5499,39.76,86,99,10.0,overcast clouds
488,Sorland,NO,67.667,12.6934,37.26,65,0,20.71,clear sky
489,Burns Lake,CA,54.2331,-125.7533,29.62,98,100,3.74,overcast clouds
490,Van Buren,US,35.4368,-94.3483,59.14,96,100,5.01,mist
491,Paranaiba,BR,-19.6772,-51.1908,86.59,56,7,5.14,clear sky
492,Gravdal,NO,68.1214,13.5031,35.49,60,20,13.8,few clouds
493,Bilokurakyne,UA,49.5341,38.7307,33.6,94,100,15.08,overcast clouds
494,Iqaluit,CA,63.7506,-68.5145,-7.31,76,75,3.44,broken clouds
495,Amboasary,MG,-25.0333,46.3833,78.55,64,0,13.71,clear sky
496,Namatanai,PG,-3.6667,152.4333,78.66,83,83,5.55,light rain
497,Paramonga,PE,-10.6667,-77.8333,74.64,68,58,8.7,broken clouds
498,Vendome,FR,47.8,1.0667,41.29,83,14,9.53,few clouds
499,La Ronge,CA,55.1001,-105.2842,10.65,85,100,6.91,overcast clouds
500,Irbit,RU,57.6705,63.071,14.81,88,92,7.87,overcast clouds
501,Sovetskiy,RU,61.3614,63.5842,13.3,94,71,5.46,broken clouds
502,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,72,20,5.17,few clouds
503,Palanga,LT,55.9175,21.0686,33.82,93,100,12.66,overcast clouds
504,Baturaja,ID,-4.1333,104.1667,73.44,96,100,3.04,heavy intensity rain
505,Prince Rupert,CA,54.3161,-130.3201,35.29,100,100,11.5,mist
506,Angoche,MZ,-16.2325,39.9086,80.76,76,93,5.14,overcast clouds
507,Mujiayingzi,CN,42.1167,118.7833,14.16,65,1,13.27,clear sky
508,Tapes,BR,-30.6733,-51.3958,76.68,75,100,12.33,overcast clouds
509,Rio Gallegos,AR,-51.6226,-69.2181,77.05,31,0,9.22,clear sky
510,Magburaka,SL,8.7167,-11.95,100.72,9,1,2.89,clear sky
511,Broager,DK,54.8874,9.681,37.09,77,0,12.66,clear sky
512,Ixtapa,MX,20.7,-105.2,69.22,77,40,4.61,scattered clouds
513,Iroquois Falls,CA,48.7669,-80.6831,16.75,92,100,9.22,overcast clouds
514,Wanning,CN,18.8003,110.3967,61.7,82,100,9.53,overcast clouds
515,Saint George,US,37.1041,-113.5841,35.44,77,0,3.44,clear sky
516,Catuday,PH,16.2923,119.8062,77.32,72,6,7.94,clear sky
517,Kolosovka,RU,56.4678,73.611,13.15,86,100,10.49,overcast clouds
518,Ashland,US,40.8167,-82.2665,37.87,93,99,9.93,overcast clouds
519,Usinsk,RU,65.9939,57.5281,9.28,96,99,13.65,overcast clouds
520,Cheremshan,RU,54.6667,51.5,1.81,90,16,6.11,few clouds
521,Odweyne,SO,9.4092,45.064,70.47,40,23,12.86,few clouds
522,Natal,BR,-5.795,-35.2094,84.85,74,75,19.57,broken clouds
523,Tahlequah,US,35.9154,-94.97,58.08,87,100,5.75,mist
524,Cape Coast,GH,5.1053,-1.2466,83.19,73,12,13.27,few clouds
525,Porto Novo,BJ,6.4965,2.6036,85.87,58,70,11.48,broken clouds
526,Ajaccio,FR,42.0,8.9167,42.85,81,100,5.75,overcast clouds
527,Parana,AR,-31.732,-60.5238,90.55,53,100,11.56,overcast clouds
528,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,78,20,8.05,few clouds
529,Saurimo,AO,-9.6608,20.3916,72.99,80,53,4.72,light rain
530,Westport,US,41.1415,-73.3579,51.37,68,100,11.01,overcast clouds
531,Norcasia,CO,5.5778,-74.8852,77.94,77,32,2.62,light rain
532,Caravelas,BR,-17.7125,-39.2481,83.34,62,28,8.86,scattered clouds
533,Plouzane,FR,48.3833,-4.6167,44.78,67,75,16.11,broken clouds
534,Muzhi,RU,65.3667,64.6667,3.81,95,59,5.41,broken clouds
535,Pangnirtung,CA,66.1451,-65.7125,-7.6,45,75,3.44,broken clouds
536,Grindavik,IS,63.8424,-22.4338,18.07,79,0,6.91,clear sky
537,Awbari,LY,26.5921,12.7805,70.14,10,0,7.05,clear sky
538,Half Moon Bay,US,37.4636,-122.4286,48.34,92,100,3.44,mist
539,San Quintin,MX,30.4833,-115.95,53.82,63,100,4.25,overcast clouds
540,Broome,US,42.2506,-75.833,41.54,86,100,11.5,overcast clouds
541,Sumbe,AO,-11.2061,13.8437,80.13,73,96,9.01,overcast clouds
542,Sarkand,KZ,45.41,79.9186,12.58,64,2,6.87,clear sky
543,Pitimbu,BR,-7.4706,-34.8086,82.99,66,40,12.24,moderate rain
544,Paramirim,BR,-13.4425,-42.2389,85.15,48,82,7.36,broken clouds
545,Chapais,CA,49.7834,-74.8492,22.78,92,97,9.33,overcast clouds
546,Novikovo,RU,51.1537,37.8879,33.66,90,100,17.34,light snow
547,Hare Bay,CA,48.8499,-54.0148,40.35,96,100,10.65,overcast clouds
548,Saint-Joseph,RE,-21.3667,55.6167,83.46,86,100,15.57,light rain
549,Sakaiminato,JP,35.55,133.2333,40.98,87,75,5.75,broken clouds
550,Yarmouth,US,41.7057,-70.2286,45.97,81,100,7.0,overcast clouds
551,Elko,US,41.0002,-115.5012,14.02,88,100,2.42,overcast clouds
552,Tungor,RU,53.3808,142.9564,-32.84,94,15,7.99,few clouds
553,Cabedelo,BR,-6.9811,-34.8339,83.07,71,57,13.58,heavy intensity rain
554,Kristiansund,NO,63.1115,7.732,33.85,69,75,3.44,light snow
555,Zyryanka,RU,65.75,150.85,-30.51,97,100,8.23,overcast clouds
556,Lazaro Cardenas,MX,17.9583,-102.2,74.88,67,53,1.95,broken clouds
557,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,63,99,6.93,overcast clouds
558,Mayya,RU,61.7333,130.2811,-59.69,100,98,3.15,overcast clouds
559,Yar-Sale,RU,66.8333,70.8333,-0.33,99,98,2.08,overcast clouds
560,San Carlos De Bariloche,AR,-41.1456,-71.3082,76.75,25,0,5.75,clear sky
561,Sanislau,RO,47.6333,22.3333,46.26,85,38,10.31,scattered clouds
562,Simoes,BR,-7.5989,-40.8178,93.51,30,24,10.0,few clouds
563,Nemuro,JP,43.3236,145.575,21.43,71,46,17.76,scattered clouds
564,Baker City,US,44.7749,-117.8344,28.58,88,100,0.0,overcast clouds
565,Bakel,SN,14.905,-12.4568,95.25,7,36,13.94,scattered clouds
566,Humboldt,US,40.6665,-123.9178,39.85,80,100,5.91,overcast clouds
567,Guatire,VE,10.4762,-66.5427,83.7,63,68,5.17,broken clouds
568,Kankan,GN,10.3854,-9.3057,95.02,8,0,6.58,clear sky
569,Floro,NO,61.5996,5.0328,34.97,80,100,3.44,light shower snow
570,Faya,SA,18.3851,42.4509,60.91,73,52,5.3,broken clouds
571,Tateyama,JP,34.9833,139.8667,46.09,86,83,18.61,broken clouds
572,Hovd,MN,48.0056,91.6419,4.44,68,5,0.96,clear sky
573,San Javier,ES,37.8063,-0.8374,58.71,31,0,19.57,clear sky
574,Krotoszyn,PL,51.6987,17.4374,35.55,98,100,1.05,overcast clouds
575,Na Wa,TH,17.4897,104.1006,64.44,77,2,8.01,clear sky
576,Cholet,FR,47.1667,-1.0,42.31,77,33,11.52,scattered clouds
577,Inhambane,MZ,-23.865,35.3833,82.0,75,48,11.23,scattered clouds
578,Jadu,LY,31.953,12.0261,62.17,16,0,20.27,clear sky
579,Boralday,KZ,43.3578,76.8594,3.06,85,20,2.24,fog
580,Kosh-Agach,RU,50.0,88.6667,-9.4,100,100,2.01,overcast clouds
581,Mount Hagen,PG,-5.8581,144.2274,58.6,99,100,1.77,overcast clouds
582,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,85.19,63,94,11.14,overcast clouds
583,Camenca,MD,48.0319,28.6978,55.51,69,100,13.69,overcast clouds
584,Buin,CL,-33.7333,-70.75,88.43,20,0,8.72,clear sky
585,Ambulu,ID,-8.345,113.6058,77.14,89,100,2.57,overcast clouds
586,Christchurch,NZ,-43.5333,172.6333,62.91,85,4,11.5,clear sky
587,Atasu,KZ,48.6814,71.6433,0.57,84,4,7.61,clear sky
588,Tchamba,TG,9.0333,1.4167,95.23,11,65,2.71,broken clouds
589,Hasanabad,IR,36.5465,61.0543,26.78,73,61,4.36,broken clouds
590,Sterling,US,39.0062,-77.4286,54.39,63,20,18.41,few clouds
591,Tura,IN,25.5198,90.2201,54.3,48,0,3.44,clear sky
592,Miandrivazo,MG,-19.5167,45.4667,87.48,51,100,2.01,overcast clouds
593,Maumere,ID,-8.6199,122.2111,79.5,83,99,7.74,overcast clouds
594,Lillooet,CA,50.6856,-121.942,25.61,97,75,2.84,broken clouds
595,Lwowek Slaski,PL,51.1107,15.5858,34.88,98,100,1.7,overcast clouds
596,Bolgatanga,GH,10.7856,-0.8514,95.02,10,55,6.24,broken clouds
597,Berezovyy,RU,51.6667,135.7,-28.34,95,97,2.64,overcast clouds
598,Mayumba,GA,-3.432,10.6554,80.55,82,100,8.41,moderate rain
599,Lagos,NG,6.5833,3.75,91.72,50,1,10.29,clear sky
600,Santa Cruz,BO,-17.8,-63.1667,84.25,61,75,8.05,broken clouds
601,Port Hedland,AU,-20.3167,118.5667,82.45,78,63,9.22,broken clouds
602,Ola,RU,59.5833,151.2833,-11.34,81,100,14.03,overcast clouds
603,Beira,MZ,-19.8436,34.8389,86.09,58,40,12.66,scattered clouds
604,Brownsville,US,25.9018,-97.4975,76.08,87,75,19.57,broken clouds
605,Ulladulla,AU,-35.35,150.4667,63.54,92,100,12.91,overcast clouds
606,Terra Santa,BR,-2.1042,-56.4869,71.44,99,100,3.22,light rain
607,Iskilip,TR,40.7353,34.4739,45.3,74,28,2.86,scattered clouds
608,Del Rio,US,29.3627,-100.8968,65.12,41,0,16.11,clear sky
609,Uruguaiana,BR,-29.7547,-57.0883,93.13,52,0,8.05,clear sky
610,Ipameri,BR,-17.7219,-48.1597,81.45,56,6,7.18,clear sky
611,Ikovka,RU,55.6089,64.9375,8.17,81,27,6.42,scattered clouds
612,Faanui,PF,-16.4833,-151.75,79.81,74,42,12.03,light rain
613,Ippy,CF,6.2679,21.2247,94.08,13,54,3.94,broken clouds
614,Penaflor,CL,-33.6167,-70.9167,91.45,23,0,7.61,clear sky
615,Imeni Poliny Osipenko,RU,52.4201,136.4853,-40.18,100,62,2.46,broken clouds
616,Dakar,SN,14.6937,-17.4441,97.68,50,0,11.5,clear sky
617,Solnechnyy,RU,50.7214,136.6319,-21.01,98,93,2.77,overcast clouds
618,Podor,MR,16.6527,-14.9587,93.15,29,0,4.61,clear sky
619,Beyneu,KZ,45.3167,55.2,29.59,68,61,12.62,broken clouds
620,Tambura,SS,5.6,27.4667,88.23,18,3,4.29,clear sky
621,Qui Nhon,VN,13.7667,109.2333,68.79,90,100,16.78,overcast clouds
622,Basco,PH,20.4487,121.9702,73.85,67,87,20.56,overcast clouds
623,Guican,CO,6.4618,-72.4113,59.63,56,17,3.58,few clouds
624,Wasilla,US,61.5814,-149.4394,24.3,84,0,4.61,clear sky
625,Bonavista,CA,48.6499,-53.1147,37.76,95,100,16.73,overcast clouds
626,Itarema,BR,-2.9248,-39.9167,83.62,69,74,15.84,light rain
627,Prainha,BR,-1.8,-53.48,74.07,95,100,1.99,moderate rain
628,Dunmore East,IE,52.1514,-6.9861,42.69,68,20,20.71,few clouds
629,Qandala,SO,11.472,49.8728,75.11,69,99,5.61,overcast clouds
630,Odienne,CI,9.51,-7.5692,96.24,8,2,5.3,clear sky
631,Tessalit,ML,20.1986,1.0114,79.2,10,86,4.36,overcast clouds
632,Puerto Madryn,AR,-42.7692,-65.0385,81.14,47,10,15.08,clear sky
633,Calabozo,VE,8.9242,-67.4293,90.01,38,12,7.29,few clouds
634,Palaikastron,GR,35.2,26.25,59.95,70,1,17.94,clear sky
635,Port-Cartier,CA,50.0334,-66.8654,34.02,94,100,6.51,overcast clouds
636,Iberia,US,29.9502,-91.7507,69.87,94,100,9.22,overcast clouds
637,Sinnamary,GF,5.3833,-52.95,79.88,76,86,9.44,overcast clouds
638,Trairi,BR,-3.2778,-39.2689,84.34,65,78,13.98,broken clouds
639,Saraland,US,30.8207,-88.0706,69.57,88,100,5.41,overcast clouds
640,Buenos Aires,AR,-34.6132,-58.3772,87.94,58,20,12.66,few clouds
641,Rawson,AR,-43.3002,-65.1023,83.86,41,36,16.46,scattered clouds
642,Pandan,PH,14.0453,124.1694,76.03,93,100,19.71,light rain
643,Oranjestad,AW,12.524,-70.027,84.15,73,75,20.71,broken clouds
644,Kaeo,NZ,-35.1,173.7833,59.32,94,23,5.19,few clouds
645,Itamaraca,BR,-7.7478,-34.8256,84.25,73,40,10.33,heavy intensity rain
646,Veraval,IN,20.9,70.3667,69.24,49,0,6.46,clear sky
647,Sioux Lookout,CA,50.1001,-91.917,1.47,85,100,3.44,overcast clouds
648,Shahr-E Babak,IR,30.1165,55.1186,35.31,75,10,5.97,clear sky
649,Punta Ocote,HN,15.2,-87.2833,62.4,88,20,4.61,few clouds
650,Ahuimanu,US,21.4447,-157.8378,71.17,83,0,3.44,clear sky
651,Svetlyy,RU,54.675,20.1347,34.97,87,100,12.44,light snow
652,Tikamgarh,IN,24.745,78.8333,51.46,40,0,5.68,clear sky
653,Tefe,BR,-3.3542,-64.7114,82.51,78,40,4.61,scattered clouds
654,Junin,AR,-34.5838,-60.9433,89.04,31,100,10.87,light rain
655,Benjamin Hill,MX,30.1667,-111.1,46.69,58,8,5.28,clear sky
656,Kupang,ID,-10.1667,123.5833,79.38,94,20,3.44,light rain
657,Singaraja,ID,-8.112,115.0882,79.34,86,100,3.38,overcast clouds
658,Borazjan,IR,29.2666,51.2159,57.36,82,65,4.59,broken clouds
659,Aripuana,BR,-9.1667,-60.6333,79.02,76,99,3.42,overcast clouds
660,Benguela,AO,-12.5763,13.4055,81.28,67,94,9.1,overcast clouds
661,Kasangulu,CD,-4.5911,15.1708,86.4,65,56,0.63,broken clouds
662,Yerbogachen,RU,61.2767,108.0108,-37.86,97,100,3.67,overcast clouds
663,Skelleftea,SE,64.7507,20.9528,32.36,100,75,6.91,broken clouds
664,Sumenep,ID,-7.0167,113.8667,77.92,87,100,11.41,light rain
665,Morondava,MG,-20.2833,44.2833,84.61,69,13,10.67,few clouds
666,Benghazi,LY,32.1167,20.0667,64.09,55,0,19.55,clear sky
667,Barcelos,PT,41.5388,-8.6151,50.14,74,78,13.53,light rain
668,San Fernando,PH,15.0286,120.6898,78.53,80,87,7.36,overcast clouds
669,Aksu,CN,41.1231,80.2644,1.83,87,4,4.25,clear sky
670,Madang,PG,-5.2246,145.7966,75.78,92,100,7.87,overcast clouds
671,Moratuwa,LK,6.773,79.8816,78.82,82,39,8.14,scattered clouds
672,Bafra,TR,41.5678,35.9069,54.91,57,88,6.71,overcast clouds
673,Sinjai,ID,-5.1241,120.253,76.1,86,68,4.16,broken clouds
674,Erzin,TR,36.9559,36.2,53.42,82,35,2.55,scattered clouds
675,Stoke-On-Trent,GB,53.0042,-2.1854,41.16,74,91,8.01,overcast clouds
676,Camopi,GF,3.1655,-52.3158,79.12,89,99,2.44,overcast clouds
677,Cacequi,BR,-29.8836,-54.825,96.93,30,0,8.3,clear sky
678,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,93,100,3.44,light rain
679,Bandarbeyla,SO,9.4942,50.8122,75.9,74,23,19.55,few clouds
680,Hobyo,SO,5.3505,48.5268,76.95,75,75,18.95,broken clouds
681,Gomel,BY,52.4345,30.9754,44.78,90,100,17.9,light intensity drizzle
682,Matadi,CD,-5.8167,13.45,86.7,71,79,4.52,light rain
683,Dali,CN,25.7,100.1833,40.95,58,0,5.82,clear sky
684,Conakry,GN,9.538,-13.6773,87.87,55,40,11.5,haze
685,Mercedes,AR,-34.6515,-59.4307,93.87,25,100,9.31,overcast clouds
686,Aykhal,RU,66.0,111.5,-45.44,100,100,4.7,overcast clouds
687,Vilyuysk,RU,63.7553,121.6247,-66.84,100,83,2.55,broken clouds
688,Copperas Cove,US,31.1241,-97.9031,62.92,80,100,10.36,haze
689,Soyo,AO,-6.1349,12.3689,82.38,74,64,11.97,broken clouds
690,High Level,CA,58.5169,-117.136,15.91,100,40,3.44,mist
691,Tagusao,PH,9.1924,117.8141,78.71,83,100,2.48,overcast clouds
692,Borodino,RU,55.9106,94.8983,-34.42,100,19,2.1,few clouds
693,Horsham,GB,51.064,-0.3272,41.85,75,20,9.22,few clouds
694,Barreirinha,BR,-2.7933,-57.07,73.85,96,100,3.0,overcast clouds
695,Camacha,PT,33.0833,-16.3333,58.42,59,40,14.97,scattered clouds
696,Manta,EC,-0.95,-80.7333,80.38,74,75,5.75,broken clouds
697,Yenagoa,NG,4.9247,6.2642,92.34,44,55,11.77,broken clouds
698,Xining,CN,36.6167,101.7667,5.16,74,0,1.72,clear sky
699,Umea,SE,63.8284,20.2597,33.73,93,100,11.5,overcast clouds
700,Rudnogorsk,RU,57.2639,103.7519,-45.06,99,49,1.9,scattered clouds
701,Kozhva,RU,65.1073,57.0459,10.58,95,95,7.49,overcast clouds
702,Reconquista,AR,-29.15,-59.65,102.33,18,53,5.46,broken clouds
703,Ishinomaki,JP,38.4167,141.3,32.25,70,8,9.51,clear sky
704,Mareeba,AU,-17.0,145.4333,72.45,94,100,1.48,overcast clouds
705,Nsoko,SZ,-27.0333,31.95,88.23,55,57,11.36,broken clouds
706,Ukiah,US,39.1502,-123.2078,43.03,95,100,0.0,mist
707,Luyang,CN,27.6239,110.0989,45.34,42,100,2.04,overcast clouds
708,Katobu,ID,-4.9408,122.5276,75.47,91,74,1.92,light rain
709,Olga,RU,43.7444,135.2892,6.91,83,100,3.87,overcast clouds
710,Sabla,NG,12.7525,4.7077,89.69,11,1,7.45,clear sky
711,Stupari,BA,44.3147,18.6842,51.98,50,20,6.91,few clouds
712,Champerico,GT,14.3,-91.9167,81.14,63,7,6.15,clear sky
713,Susehri,TR,40.1644,38.0867,38.48,73,97,1.7,overcast clouds
714,Portland,US,45.5234,-122.6762,50.29,85,100,13.8,moderate rain
